Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1185732,17-Dec-21,Northeast,New Hampshire,Manchester,Men's Apparel,50,123,"$6,150","$2,275.5",37.00%,Outlet
Foot Locker,1185732,17-Dec-21,Northeast,New Hampshire,Manchester,Women's Apparel,61,144,"$8,784","$3,513.6",40.00%,Outlet
Foot Locker,1185732,24-Jan-21,Northeast,New Hampshire,Manchester,Men's Street Footwear,36,165,"$5,940","$2,197.8",37.00%,Outlet
Foot Locker,1185732,24-Jan-21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,36,93,"$3,348","$1,339.2",40.00%,Outlet
Foot Locker,1185732,24-Jan-21,Northeast,New Hampshire,Manchester,Women's Street Footwear,35,99,"$3,465",$935.55,27.00%,Outlet
Foot Locker,1185732,24-Jan-21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,33,51,"$1,683",$471.24,28.00%,Outlet
Foot Locker,1185732,24-Jan-21,Northeast,New Hampshire,Manchester,Men's Apparel,50,64,"$3,200",$896,28.00%,Outlet
Foot Locker,1185732,24-Jan-21,Northeast,New Hampshire,Manchester,Women's Apparel,41,105,"$4,305","$1,377.6",32.00%,Outlet
Foot Locker,1185732,22-Feb-21,Northeast,New Hampshire,Manchester,Men's Street Footwear,41,184,"$7,544","$2,791.28",37.00%,Outlet
Foot Locker,1185732,22-Feb-21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,42,70,"$2,940","$1,234.8",42.00%,Outlet
Foot Locker,1185732,22-Feb-21,Northeast,New Hampshire,Manchester,Women's Street Footwear,29,83,"$2,407",$649.89,27.00%,Outlet
Foot Locker,1185732,05-Oct-21,Northeast,Connecticut,Hartford,Women's Apparel,70,275,"$1,92,500","$67,375",35.00%,In-store
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Men's Street Footwear,65,425,"$2,76,250","$1,10,500",40.00%,In-store
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55,300,"$1,65,000","$66,000",40.00%,In-store
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Women's Street Footwear,55,295,"$1,62,250","$48,675",30.00%,In-store
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55,275,"$1,51,250","$45,375",30.00%,In-store
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Men's Apparel,65,250,"$1,62,500","$48,750",30.00%,In-store
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Women's Apparel,70,350,"$2,45,000","$85,750",35.00%,In-store
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Men's Street Footwear,65,575,"$3,73,750","$1,49,500",40.00%,In-store
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55,375,"$2,06,250","$82,500",40.00%,In-store
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Women's Street Footwear,55,350,"$1,92,500","$57,750",30.00%,In-store
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55,300,"$1,65,000","$49,500",30.00%,In-store
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Men's Apparel,65,300,"$1,95,000","$58,500",30.00%,In-store
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Women's Apparel,70,400,"$2,80,000","$98,000",35.00%,In-store
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Men's Street Footwear,35,425,"$1,48,750","$52,062.5",35.00%,In-store
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35,225,"$78,750","$27,562.5",35.00%,In-store
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Women's Street Footwear,25,225,"$56,250","$22,500",40.00%,In-store
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30,75,"$22,500","$9,000",40.00%,In-store
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Men's Apparel,45,125,"$56,250","$16,875",30.00%,In-store
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Women's Apparel,35,225,"$78,750","$31,500",40.00%,In-store
Foot Locker,1185732,08-Feb-21,Northeast,Connecticut,Hartford,Men's Street Footwear,35,475,"$1,66,250","$58,187.5",35.00%,In-store
Foot Locker,1185732,08-Feb-21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35,125,"$43,750","$15,312.5",35.00%,In-store
Foot Locker,1185732,08-Feb-21,Northeast,Connecticut,Hartford,Women's Street Footwear,25,175,"$43,750","$17,500",40.00%,In-store
Foot Locker,1185732,05-Oct-21,Northeast,Connecticut,Hartford,Women's Apparel,63,74,"$4,662","$2,331",50.00%,Online
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Men's Street Footwear,60,111,"$6,660","$3,330",50.00%,Online
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,51,84,"$4,284","$2,227.68",52.00%,Online
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Women's Street Footwear,51,80,"$4,080","$1,836",45.00%,Online
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,50,80,"$4,000","$1,680",42.00%,Online
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Men's Apparel,60,68,"$4,080","$1,795.2",44.00%,Online
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Women's Apparel,67,95,"$6,365","$2,991.55",47.00%,Online
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Men's Street Footwear,59,150,"$8,850","$4,513.5",51.00%,Online
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,51,101,"$5,151","$2,627.01",51.00%,Online
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Women's Street Footwear,50,88,"$4,400","$1,980",45.00%,Online
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,53,87,"$4,611","$1,936.62",42.00%,Online
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Men's Apparel,60,78,"$4,680","$2,106",45.00%,Online
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Women's Apparel,67,112,"$7,504","$3,451.84",46.00%,Online
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Men's Street Footwear,34,115,"$3,910","$1,798.6",46.00%,Online
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,34,63,"$2,142",$963.9,45.00%,Online
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Women's Street Footwear,24,63,"$1,512",$831.6,55.00%,Online
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,29,20,$580,$307.4,53.00%,Online
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Men's Apparel,44,33,"$1,452",$580.8,40.00%,Online
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Women's Apparel,33,63,"$2,079","$1,122.66",54.00%,Online
Foot Locker,1185732,08-Feb-21,Northeast,Connecticut,Hartford,Men's Street Footwear,34,119,"$4,046","$1,982.54",49.00%,Online
Foot Locker,1185732,08-Feb-21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,34,36,"$1,224",$575.28,47.00%,Online
Foot Locker,1185732,08-Feb-21,Northeast,Connecticut,Hartford,Women's Street Footwear,24,49,"$1,176",$588,50.00%,Online
Foot Locker,1185732,05-Oct-21,Northeast,Connecticut,Hartford,Women's Apparel,46,94,"$4,324","$1,816.08",42.00%,Outlet
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Men's Street Footwear,51,149,"$7,599","$3,267.57",43.00%,Outlet
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,37,105,"$3,885","$1,787.1",46.00%,Outlet
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Women's Street Footwear,36,103,"$3,708","$1,371.96",37.00%,Outlet
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,39,83,"$3,237","$1,197.69",37.00%,Outlet
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Men's Apparel,44,88,"$3,872","$1,393.92",36.00%,Outlet
Foot Locker,1185732,04-Nov-21,Northeast,Connecticut,Hartford,Women's Apparel,52,116,"$6,032","$2,352.48",39.00%,Outlet
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Men's Street Footwear,45,173,"$7,785","$3,269.7",42.00%,Outlet
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,37,131,"$4,847","$2,181.15",45.00%,Outlet
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Women's Street Footwear,43,116,"$4,988","$1,646.04",33.00%,Outlet
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,38,96,"$3,648","$1,276.8",35.00%,Outlet
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Men's Apparel,42,99,"$4,158","$1,455.3",35.00%,Outlet
Foot Locker,1185732,03-Dec-21,Northeast,Connecticut,Hartford,Women's Apparel,52,120,"$6,240","$2,308.8",37.00%,Outlet
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Men's Street Footwear,23,149,"$3,427","$1,439.34",42.00%,Outlet
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,28,79,"$2,212",$884.8,40.00%,Outlet
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Women's Street Footwear,19,72,"$1,368",$574.56,42.00%,Outlet
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,24,24,$576,$264.96,46.00%,Outlet
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Men's Apparel,34,44,"$1,496",$538.56,36.00%,Outlet
Foot Locker,1185732,10-Jan-21,Northeast,Connecticut,Hartford,Women's Apparel,26,72,"$1,872",$879.84,47.00%,Outlet
Foot Locker,1185732,08-Feb-21,Northeast,Connecticut,Hartford,Men's Street Footwear,24,162,"$3,888","$1,555.2",40.00%,Outlet
Foot Locker,1185732,08-Feb-21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,24,41,$984,$383.76,39.00%,Outlet
Foot Locker,1185732,08-Feb-21,Northeast,Connecticut,Hartford,Women's Street Footwear,18,53,$954,$410.22,43.00%,Outlet
Foot Locker,1185732,17-Oct-21,Northeast,West Virginia,Charleston,Women's Apparel,50,300,"$1,50,000","$60,000",40.00%,In-store
Foot Locker,1185732,17-Nov-21,Northeast,West Virginia,Charleston,Men's Street Footwear,45,450,"$2,02,500","$81,000",40.00%,In-store
Foot Locker,1185732,17-Nov-21,Northeast,West Virginia,Charleston,Men's Athletic Footwear,35,350,"$1,22,500","$49,000",40.00%,In-store
Foot Locker,1185732,17-Nov-21,Northeast,West Virginia,Charleston,Women's Street Footwear,35,295,"$1,03,250","$41,300",40.00%,In-store
Foot Locker,1185732,17-Nov-21,Northeast,West Virginia,Charleston,Women's Athletic Footwear,40,325,"$1,30,000","$52,000",40.00%,In-store
Foot Locker,1185732,17-Nov-21,Northeast,West Virginia,Charleston,Men's Apparel,65,300,"$1,95,000","$78,000",40.00%,In-store
Foot Locker,1185732,17-Nov-21,Northeast,West Virginia,Charleston,Women's Apparel,70,400,"$2,80,000","$1,12,000",40.00%,In-store
Foot Locker,1185732,16-Dec-21,Northeast,West Virginia,Charleston,Men's Street Footwear,65,650,"$4,22,500","$1,69,000",40.00%,In-store
Foot Locker,1185732,16-Dec-21,Northeast,West Virginia,Charleston,Men's Athletic Footwear,55,450,"$2,47,500","$99,000",40.00%,In-store
Foot Locker,1185732,16-Dec-21,Northeast,West Virginia,Charleston,Women's Athletic Footwear,55,350,"$1,92,500","$77,000",40.00%,In-store
Foot Locker,1185732,16-Dec-21,Northeast,West Virginia,Charleston,Men's Apparel,65,350,"$2,27,500","$91,000",40.00%,In-store
Foot Locker,1185732,16-Dec-21,Northeast,West Virginia,Charleston,Women's Apparel,70,450,"$3,15,000","$1,26,000",40.00%,In-store
Foot Locker,1185732,24-Jan-21,Northeast,West Virginia,Charleston,Men's Street Footwear,35,425,"$1,48,750","$59,500",40.00%,In-store
Foot Locker,1185732,24-Jan-21,Northeast,West Virginia,Charleston,Men's Athletic Footwear,35,225,"$78,750","$27,562.5",35.00%,In-store
Foot Locker,1185732,24-Jan-21,Northeast,West Virginia,Charleston,Women's Street Footwear,25,225,"$56,250","$19,687.5",35.00%,In-store
Foot Locker,1185732,24-Jan-21,Northeast,West Virginia,Charleston,Women's Athletic Footwear,30,75,"$22,500","$7,875",35.00%,In-store
Foot Locker,1185732,24-Jan-21,Northeast,West Virginia,Charleston,Men's Apparel,45,125,"$56,250","$16,875",30.00%,In-store
Foot Locker,1185732,24-Jan-21,Northeast,West Virginia,Charleston,Women's Apparel,35,225,"$78,750","$23,625",30.00%,In-store
Foot Locker,1185732,22-Feb-21,Northeast,West Virginia,Charleston,Men's Street Footwear,35,475,"$1,66,250","$66,500",40.00%,In-store
Foot Locker,1185732,22-Jun-21,Northeast,Maryland,Baltimore,Women's Street Footwear,40,175,"$70,000","$24,500",35.00%,In-store
Foot Locker,1185732,22-Jun-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,40,150,"$60,000","$21,000",35.00%,In-store
Foot Locker,1185732,22-Jun-21,Northeast,Maryland,Baltimore,Men's Apparel,50,150,"$75,000","$22,500",30.00%,In-store
Foot Locker,1185732,22-Jun-21,Northeast,Maryland,Baltimore,Women's Apparel,55,300,"$1,65,000","$49,500",30.00%,In-store
Foot Locker,1185732,20-Jul-21,Northeast,Maryland,Baltimore,Men's Street Footwear,50,525,"$2,62,500","$1,05,000",40.00%,In-store
Foot Locker,1185732,22-Oct-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50,75,"$37,500","$13,125",35.00%,In-store
Foot Locker,1185732,22-Oct-21,Northeast,Maryland,Baltimore,Men's Apparel,60,75,"$45,000","$13,500",30.00%,In-store
Foot Locker,1185732,22-Oct-21,Northeast,Maryland,Baltimore,Women's Apparel,65,200,"$1,30,000","$39,000",30.00%,In-store
Foot Locker,1185732,21-Nov-21,Northeast,Maryland,Baltimore,Men's Street Footwear,60,350,"$2,10,000","$84,000",40.00%,In-store
Foot Locker,1185732,21-Nov-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,50,175,"$87,500","$30,625",35.00%,In-store
Foot Locker,1185732,21-Nov-21,Northeast,Maryland,Baltimore,Women's Street Footwear,50,170,"$85,000","$29,750",35.00%,In-store
Foot Locker,1185732,21-Nov-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50,150,"$75,000","$26,250",35.00%,In-store
Foot Locker,1185732,21-Nov-21,Northeast,Maryland,Baltimore,Men's Apparel,60,125,"$75,000","$22,500",30.00%,In-store
Foot Locker,1185732,21-Nov-21,Northeast,Maryland,Baltimore,Women's Apparel,65,225,"$1,46,250","$43,875",30.00%,In-store
Foot Locker,1185732,20-Dec-21,Northeast,Maryland,Baltimore,Men's Street Footwear,60,450,"$2,70,000","$1,08,000",40.00%,In-store
Foot Locker,1185732,20-Dec-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,50,250,"$1,25,000","$43,750",35.00%,In-store
Foot Locker,1185732,20-Dec-21,Northeast,Maryland,Baltimore,Women's Street Footwear,50,225,"$1,12,500","$39,375",35.00%,In-store
Foot Locker,1185732,20-Dec-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50,175,"$87,500","$30,625",35.00%,In-store
Foot Locker,1185732,20-Dec-21,Northeast,Maryland,Baltimore,Men's Apparel,60,175,"$1,05,000","$31,500",30.00%,In-store
Foot Locker,1185732,20-Dec-21,Northeast,Maryland,Baltimore,Women's Apparel,65,275,"$1,78,750","$53,625",30.00%,In-store
Foot Locker,1185732,17-Jan-21,Northeast,Maryland,Baltimore,Men's Street Footwear,40,525,"$2,10,000","$73,500",35.00%,In-store
Foot Locker,1185732,17-Jan-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,40,325,"$1,30,000","$45,500",35.00%,In-store
Foot Locker,1185732,17-Jan-21,Northeast,Maryland,Baltimore,Women's Street Footwear,30,325,"$97,500","$39,000",40.00%,In-store
Foot Locker,1185732,17-Jan-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,35,175,"$61,250","$24,500",40.00%,In-store
Foot Locker,1185732,17-Jan-21,Northeast,Maryland,Baltimore,Men's Apparel,50,225,"$1,12,500","$33,750",30.00%,In-store
Foot Locker,1185732,17-Jan-21,Northeast,Maryland,Baltimore,Women's Apparel,40,325,"$1,30,000","$52,000",40.00%,In-store
Foot Locker,1185732,15-Feb-21,Northeast,Maryland,Baltimore,Men's Street Footwear,40,575,"$2,30,000","$80,500",35.00%,In-store
Foot Locker,1185732,15-Feb-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,40,225,"$90,000","$31,500",35.00%,In-store
Foot Locker,1185732,15-Feb-21,Northeast,Maryland,Baltimore,Women's Street Footwear,30,275,"$82,500","$33,000",40.00%,In-store
Foot Locker,1185732,17-Oct-21,Northeast,West Virginia,Charleston,Women's Apparel,47,84,"$3,948","$1,974",50.00%,Online
Foot Locker,1185732,17-Nov-21,Northeast,West Virginia,Charleston,Men's Street Footwear,44,117,"$5,148","$2,676.96",52.00%,Online
Foot Locker,1185732,17-Nov-21,Northeast,West Virginia,Charleston,Men's Athletic Footwear,33,95,"$3,135","$1,661.55",53.00%,Online
Foot Locker,1185732,17-Nov-21,Northeast,West Virginia,Charleston,Women's Street Footwear,32,77,"$2,464","$1,232",50.00%,Online
Foot Locker,1185732,17-Nov-21,Northeast,West Virginia,Charleston,Women's Athletic Footwear,38,91,"$3,458","$1,901.9",55.00%,Online
Foot Locker,1185732,17-Nov-21,Northeast,West Virginia,Charleston,Men's Apparel,62,78,"$4,836","$2,563.08",53.00%,Online
Foot Locker,1185732,17-Nov-21,Northeast,West Virginia,Charleston,Women's Apparel,64,100,"$6,400","$3,264",51.00%,Online
Foot Locker,1185732,16-Dec-21,Northeast,West Virginia,Charleston,Men's Street Footwear,60,176,"$10,560","$5,491.2",52.00%,Online
Foot Locker,1185732,16-Dec-21,Northeast,West Virginia,Charleston,Men's Athletic Footwear,52,135,"$7,020","$3,650.4",52.00%,Online
Foot Locker,1185732,16-Dec-21,Northeast,West Virginia,Charleston,Women's Athletic Footwear,53,102,"$5,406","$2,757.06",51.00%,Online
Foot Locker,1185732,16-Dec-21,Northeast,West Virginia,Charleston,Men's Apparel,61,95,"$5,795","$2,897.5",50.00%,Online
Foot Locker,1185732,16-Dec-21,Northeast,West Virginia,Charleston,Women's Apparel,68,122,"$8,296","$4,562.8",55.00%,Online
Foot Locker,1185732,24-Jan-21,Northeast,West Virginia,Charleston,Men's Street Footwear,33,106,"$3,498","$1,749",50.00%,Online
Foot Locker,1185732,24-Jan-21,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34,68,"$2,312","$1,086.64",47.00%,Online
Foot Locker,1185732,24-Jan-21,Northeast,West Virginia,Charleston,Women's Street Footwear,24,63,"$1,512",$695.52,46.00%,Online
Foot Locker,1185732,24-Jan-21,Northeast,West Virginia,Charleston,Women's Athletic Footwear,28,20,$560,$280,50.00%,Online
Foot Locker,1185732,24-Jan-21,Northeast,West Virginia,Charleston,Men's Apparel,42,33,"$1,386",$595.98,43.00%,Online
Foot Locker,1185732,24-Jan-21,Northeast,West Virginia,Charleston,Women's Apparel,33,59,"$1,947",$778.8,40.00%,Online
Foot Locker,1185732,22-Feb-21,Northeast,West Virginia,Charleston,Men's Street Footwear,32,138,"$4,416","$2,340.48",53.00%,Online
Foot Locker,1185732,22-Jun-21,Northeast,Maryland,Baltimore,Women's Street Footwear,37,47,"$1,739",$869.5,50.00%,Online
Foot Locker,1185732,22-Jun-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37,44,"$1,628",$814,50.00%,Online
Foot Locker,1185732,22-Jun-21,Northeast,Maryland,Baltimore,Men's Apparel,49,42,"$2,058",$905.52,44.00%,Online
Foot Locker,1185732,22-Jun-21,Northeast,Maryland,Baltimore,Women's Apparel,53,84,"$4,452","$2,003.4",45.00%,Online
Foot Locker,1185732,20-Jul-21,Northeast,Maryland,Baltimore,Men's Street Footwear,49,131,"$6,419","$3,337.88",52.00%,Online
Foot Locker,1185732,22-Oct-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,49,21,"$1,029",$514.5,50.00%,Online
Foot Locker,1185732,22-Oct-21,Northeast,Maryland,Baltimore,Men's Apparel,56,20,"$1,120",$448,40.00%,Online
Foot Locker,1185732,22-Oct-21,Northeast,Maryland,Baltimore,Women's Apparel,60,52,"$3,120","$1,248",40.00%,Online
Foot Locker,1185732,21-Nov-21,Northeast,Maryland,Baltimore,Men's Street Footwear,58,88,"$5,104","$2,807.2",55.00%,Online
Foot Locker,1185732,21-Nov-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45,51,"$2,295","$1,078.65",47.00%,Online
Foot Locker,1185732,21-Nov-21,Northeast,Maryland,Baltimore,Women's Street Footwear,49,48,"$2,352","$1,176",50.00%,Online
Foot Locker,1185732,21-Nov-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,48,41,"$1,968",$905.28,46.00%,Online
Foot Locker,1185732,21-Nov-21,Northeast,Maryland,Baltimore,Men's Apparel,56,31,"$1,736",$763.84,44.00%,Online
Foot Locker,1185732,21-Nov-21,Northeast,Maryland,Baltimore,Women's Apparel,62,63,"$3,906","$1,679.58",43.00%,Online
Foot Locker,1185732,20-Dec-21,Northeast,Maryland,Baltimore,Men's Street Footwear,57,122,"$6,954","$3,477",50.00%,Online
Foot Locker,1185732,20-Dec-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,46,65,"$2,990","$1,495",50.00%,Online
Foot Locker,1185732,20-Dec-21,Northeast,Maryland,Baltimore,Women's Street Footwear,45,65,"$2,925","$1,374.75",47.00%,Online
Foot Locker,1185732,20-Dec-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,49,44,"$2,156","$1,013.32",47.00%,Online
Foot Locker,1185732,20-Dec-21,Northeast,Maryland,Baltimore,Men's Apparel,54,51,"$2,754","$1,129.14",41.00%,Online
Foot Locker,1185732,20-Dec-21,Northeast,Maryland,Baltimore,Women's Apparel,61,72,"$4,392","$1,844.64",42.00%,Online
Foot Locker,1185732,17-Jan-21,Northeast,Maryland,Baltimore,Men's Street Footwear,36,137,"$4,932","$2,219.4",45.00%,Online
Foot Locker,1185732,17-Jan-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,38,81,"$3,078","$1,539",50.00%,Online
Foot Locker,1185732,17-Jan-21,Northeast,Maryland,Baltimore,Women's Street Footwear,29,91,"$2,639","$1,398.67",53.00%,Online
Foot Locker,1185732,17-Jan-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,32,47,"$1,504",$827.2,55.00%,Online
Foot Locker,1185732,17-Jan-21,Northeast,Maryland,Baltimore,Men's Apparel,49,59,"$2,891","$1,214.22",42.00%,Online
Foot Locker,1185732,17-Jan-21,Northeast,Maryland,Baltimore,Women's Apparel,36,81,"$2,916","$1,487.16",51.00%,Online
Foot Locker,1185732,15-Feb-21,Northeast,Maryland,Baltimore,Men's Street Footwear,39,144,"$5,616","$2,808",50.00%,Online
Foot Locker,1185732,15-Feb-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,37,61,"$2,257","$1,038.22",46.00%,Online
Foot Locker,1185732,15-Feb-21,Northeast,Maryland,Baltimore,Women's Street Footwear,27,69,"$1,863",$950.13,51.00%,Online
Amazon,1185732,15-Oct-21,Northeast,Massachusetts,Boston,Women's Apparel,70,225,"$1,57,500","$47,250",30.00%,In-store
Amazon,1185732,14-Nov-21,Northeast,Massachusetts,Boston,Men's Street Footwear,65,375,"$2,43,750","$73,125",30.00%,In-store
Amazon,1185732,14-Nov-21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55,300,"$1,65,000","$49,500",30.00%,In-store
Amazon,1185732,14-Nov-21,Northeast,Massachusetts,Boston,Women's Street Footwear,55,295,"$1,62,250","$40,562.5",25.00%,In-store
Amazon,1185732,14-Nov-21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55,275,"$1,51,250","$37,812.5",25.00%,In-store
Amazon,1185732,14-Nov-21,Northeast,Massachusetts,Boston,Men's Apparel,65,250,"$1,62,500","$40,625",25.00%,In-store
Amazon,1185732,14-Nov-21,Northeast,Massachusetts,Boston,Women's Apparel,70,350,"$2,45,000","$73,500",30.00%,In-store
Amazon,1185732,13-Dec-21,Northeast,Massachusetts,Boston,Men's Street Footwear,65,575,"$3,73,750","$1,12,125",30.00%,In-store
Amazon,1185732,13-Dec-21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55,375,"$2,06,250","$61,875",30.00%,In-store
Amazon,1185732,13-Dec-21,Northeast,Massachusetts,Boston,Women's Street Footwear,55,350,"$1,92,500","$48,125",25.00%,In-store
Amazon,1185732,13-Dec-21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55,300,"$1,65,000","$41,250",25.00%,In-store
Amazon,1185732,13-Dec-21,Northeast,Massachusetts,Boston,Men's Apparel,65,300,"$1,95,000","$48,750",25.00%,In-store
Amazon,1185732,13-Dec-21,Northeast,Massachusetts,Boston,Women's Apparel,70,400,"$2,80,000","$84,000",30.00%,In-store
Amazon,1185732,14-Jan-21,Northeast,Massachusetts,Boston,Men's Street Footwear,45,525,"$2,36,250","$1,06,312.5",45.00%,In-store
Amazon,1185732,14-Jan-21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,45,325,"$1,46,250","$65,812.5",45.00%,In-store
Amazon,1185732,14-Jan-21,Northeast,Massachusetts,Boston,Women's Street Footwear,35,325,"$1,13,750","$39,812.5",35.00%,In-store
Amazon,1185732,14-Jan-21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,40,175,"$70,000","$24,500",35.00%,In-store
Amazon,1185732,14-Jan-21,Northeast,Massachusetts,Boston,Men's Apparel,55,225,"$1,23,750","$43,312.5",35.00%,In-store
Amazon,1185732,14-Jan-21,Northeast,Massachusetts,Boston,Women's Apparel,45,325,"$1,46,250","$58,500",40.00%,In-store
Amazon,1185732,12-Feb-21,Northeast,Massachusetts,Boston,Men's Street Footwear,45,575,"$2,58,750","$1,16,437.5",45.00%,In-store
Amazon,1185732,12-Feb-21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,45,225,"$1,01,250","$45,562.5",45.00%,In-store
Amazon,1185732,12-Feb-21,Northeast,Massachusetts,Boston,Women's Street Footwear,35,275,"$96,250","$33,687.5",35.00%,In-store
Amazon,1185732,15-Oct-21,Northeast,Massachusetts,Boston,Women's Apparel,66,65,"$4,290","$1,887.6",44.00%,Online
Amazon,1185732,14-Nov-21,Northeast,Massachusetts,Boston,Men's Street Footwear,62,113,"$7,006","$3,012.58",43.00%,Online
Amazon,1185732,14-Nov-21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,52,90,"$4,680","$2,059.2",44.00%,Online
Amazon,1185732,14-Nov-21,Northeast,Massachusetts,Boston,Women's Street Footwear,50,83,"$4,150","$1,494",36.00%,Online
